RK,TIERS,PLAYER NAME,TEAM,FAN PTS,YDS,TDS,REC,YDS,TDS,ATT,YDS,TDS
272,12,Matt Breida,NYG,6.1,0.0,0.0,1.0,10.3,0.3,3.7,17.9,0.1
273,12,Wil Lutz,NO,0,0,0,0,0,0,0,0,0
274,12,Chris Boswell,PIT,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,12,Cedrick Wilson Jr.,MIA,10.6,0.0,0.0,3.2,43.0,0.4,0.1,0.8,0.0
276,12,Mason Crosby,GB,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,12,Daniel Bellinger,NYG,0,0,0,0,0,0,0,0,0
278,12,Devin Duvernay,BAL,4.8,0.0,0.0,2.1,17.0,0.1,0.4,3.1,0.0
279,12,Dan Arnold,JAC,6.9,0.0,0.0,3.2,37.1,0.0,0.0,0.0,0.0
280,13,Myles Gaskin,MIA,10.2,0.0,0.0,2.9,13.8,0.2,10.2,36.0,0.2
281,13,Dontrell Hilliard,TEN,9.1,0.0,0.0,2.4,10.9,0.0,7.0,43.8,0.3
282,13,Washington Commanders,WAS,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,13,Tyler Conklin,NYJ,8.1,0.0,0.0,3.6,34.9,0.2,0.0,0.0,0.0
284,13,Isaiah Likely,BAL,0,0,0,0,0,0,0,0,0
285,13,Chicago Bears,CHI,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,13,Velus Jones Jr.,CHI,0,0,0,0,0,0,0,0,0
287,13,Graham Gano,NYG,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,13,Greg Zuerlein,NYJ,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,13,Randy Bullock,TEN,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,13,Kyle Rudolph,TB,4.0,0.0,0.0,1.7,17.1,0.1,0.0,0.0,0.0
291,13,Hassan Haskins,TEN,0,0,0,0,0,0,0,0,0
292,13,Quez Watkins,PHI,6.8,0.0,0.0,2.5,38.1,0.1,0.1,0.2,0.0
293,13,Kyle Philips,TEN,0,0,0,0,0,0,0,0,0
294,13,New York Giants,NYG,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,13,Joshua Kelley,LAC,2.1,0.0,0.0,0.6,4.8,0.0,4.1,12.8,0.0
296,13,Jason Myers,SEA,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,13,Trey McBride,ARI,0,0,0,0,0,0,0,0,0
298,13,Deshaun Watson,CLE,0,0,0,0,0,0,0,0,0
299,13,Marquez Callaway,NO,8.9,0.0,0.0,2.7,41.1,0.4,0.0,0.0,0.0
300,13,Trey Sermon,PHI,4.7,0.0,0.0,0.5,4.3,0.0,6.8,27.8,0.2
301,13,Seattle Seahawks,SEA,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,13,Mitch Trubisky,PIT,1.8,8.6,0.0,0.0,0.0,0.0,2.6,4.8,0.2
303,13,New York Jets,NYJ,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,13,Cairo Santos,CHI,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,13,Tommy Tremble,CAR,3.5,0.0,0.0,1.3,12.0,0.1,0.2,0.7,0.1
306,13,Josh Reynolds,DET,7.3,0.0,0.0,2.6,36.0,0.2,0.0,0.0,0.0
307,13,Jaylen Warren,PIT,0,0,0,0,0,0,0,0,0
308,13,Harrison Bryant,CLE,4.2,0.0,0.0,1.4,15.5,0.2,0.0,0.0,0.0
309,13,Greg Dulcich,DEN,0,0,0,0,0,0,0,0,0
310,13,Jacoby Brissett,CLE,6.9,116.6,0.5,0.0,0.0,0.0,1.7,6.4,0.1
311,13,Giovani Bernard,TB,5.9,0.0,0.0,2.3,12.3,0.3,0.8,5.8,0.0
312,13,Geno Smith,SEA,13.8,175.5,1.3,0.0,0.0,0.0,2.3,10.5,0.3
313,13,Ke'Shawn Vaughn,TB,6.1,0.0,0.0,0.7,4.3,0.0,6.0,30.0,0.3
314,13,Ka'imi Fairbairn,HOU,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,13,Ty Montgomery,NE,2.1,0.0,0.0,1.1,6.8,0.0,1.1,3.1,0.0
316,13,Kenny Pickett,PIT,0,0,0,0,0,0,0,0,0
317,13,Jacksonville Jaguars,JAC,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,13,Tre'Quan Smith,NO,8.8,0.0,0.0,3.2,37.7,0.3,0.0,0.0,0.0
319,13,Brett Maher,DAL,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,13,James Proche II,BAL,5.2,0.0,0.0,2.3,28.9,0.0,0.0,0.0,0.0
321,13,Jalen Reagor,MIN,4.6,0.0,0.0,1.9,17.6,0.1,0.6,1.9,0.0
322,13,Marlon Mack,FA,2.1,0.0,0.0,0.3,1.3,0.0,4.7,16.8,0.0
323,13,Pierre Strong Jr.,NE,0,0,0,0,0,0,0,0,0
324,13,Danny Gray,SF,0,0,0,0,0,0,0,0,0
325,13,Las Vegas Raiders,LV,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,13,Jalen Guyton,LAC,6.1,0.0,0.0,1.9,28.0,0.2,0.4,2.1,0.0
327,13,O.J. Howard,HOU,3.0,0.0,0.0,1.3,12.3,0.1,0.0,0.0,0.0
328,13,Darius Slayton,NYG,5.3,0.0,0.0,2.0,26.1,0.2,0.1,-1.0,0.0
329,13,William Fuller V,FA,4.3,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0
330,13,Khalil Shakir,BUF,0,0,0,0,0,0,0,0,0
331,13,Snoop Conner,JAC,0,0,0,0,0,0,0,0,0
332,13,DeeJay Dallas,SEA,3.5,0.0,0.0,1.2,7.8,0.0,1.9,8.1,0.1
333,13,Kyren Williams,LAR,0,0,0,0,0,0,0,0,0
334,13,Travis Homer,SEA,4.4,0.0,0.0,1.1,11.5,0.0,1.5,12.6,0.1
335,14,Odell Beckham Jr.,FA,9.2,0.0,0.0,3.1,38.4,0.4,0.1,1.0,0.0
336,14,Donald Parham Jr.,LAC,4.2,0.0,0.0,1.4,13.6,0.2,0.0,0.0,0.0
337,14,Olamide Zaccheaus,ATL,6.0,0.0,0.0,2.1,27.1,0.2,0.1,0.1,0.0
338,14,Cade York,CLE,0,0,0,0,0,0,0,0,0
339,14,Foster Moreau,LV,5.7,0.0,0.0,2.0,24.9,0.2,0.0,0.0,0.0
340,14,Ty Johnson,NYJ,7.8,0.0,0.0,2.3,24.8,0.1,4.1,15.9,0.1
341,14,Detroit Lions,DET,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,14,Jauan Jennings,SF,6.3,0.0,0.0,1.8,21.7,0.4,0.0,0.0,0.0
343,14,Joey Slye,WAS,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,14,Tyquan Thornton,NE,0,0,0,0,0,0,0,0,0
345,14,Equanimeous St. Brown,CHI,1.7,0.0,0.0,0.8,8.2,0.0,0.3,1.2,0.0
346,14,Jelani Woods,IND,0,0,0,0,0,0,0,0,0
347,14,Calvin Austin III,PIT,0,0,0,0,0,0,0,0,0
348,14,Quintez Cephus,DET,9.9,0.0,0.0,3.0,40.8,0.4,0.0,0.0,0.0
349,14,Amari Rodgers,GB,0.6,0.0,0.0,0.3,2.8,0.0,0.1,0.7,0.0
350,14,Austin Seibert,DET,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,14,Noah Brown,DAL,3.4,0.0,0.0,1.6,18.4,0.0,0.0,0.0,0.0
352,14,Jimmy Garoppolo,SF,16.0,254.0,1.3,0.0,0.0,0.0,2.5,3.4,0.2
353,14,Jerome Ford,CLE,0,0,0,0,0,0,0,0,0
354,14,John Bates,WAS,3.9,0.0,0.0,1.5,19.2,0.1,0.0,0.0,0.0
355,14,Anthony Schwartz,CLE,2.6,0.0,0.0,0.8,10.4,0.1,0.5,3.0,0.0
356,14,Atlanta Falcons,ATL,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,14,Dyami Brown,WAS,2.8,0.0,0.0,1.2,16.5,0.0,0.1,-0.4,0.0
358,14,Brandon Bolden,LV,7.8,0.0,0.0,2.6,25.3,0.1,2.8,14.1,0.1
359,14,Justin Jackson,DET,6.2,0.0,0.0,1.6,12.7,0.0,4.9,26.0,0.1
360,14,Kylen Granson,IND,2.2,0.0,0.0,1.1,10.6,0.0,0.0,0.0,0.0
361,14,Demarcus Robinson,BAL,4.6,0.0,0.0,1.7,17.6,0.2,0.0,0.0,0.0
362,14,Darrynton Evans,CHI,1.9,0.0,0.0,1.0,5.5,0.0,1.0,3.5,0.0
363,14,Rashard Higgins,CAR,4.8,0.0,0.0,2.0,22.9,0.1,0.0,0.0,0.0
364,14,Salvon Ahmed,MIA,3.5,0.0,0.0,1.1,10.6,0.0,4.9,13.5,0.0
365,14,Mack Hollins,LV,3.8,0.0,0.0,0.9,13.9,0.3,0.0,0.0,0.0
366,14,James Washington,DAL,4.4,0.0,0.0,1.6,19.0,0.1,0.1,0.9,0.0
367,14,Taysom Hill,NO,10.6,0.0,0.0,0.3,4.3,0.0,5.8,31.2,0.4
368,14,Phillip Lindsay,IND,3.2,0.0,0.0,0.3,3.2,0.1,6.3,17.8,0.1
369,14,Desmond Ridder,ATL,0,0,0,0,0,0,0,0,0
370,14,Drew Lock,SEA,9.0,131.2,0.3,0.0,0.0,0.0,1.7,8.8,0.3
371,14,Kyle Juszczyk,SF,4.9,0.0,0.0,2.0,19.7,0.1,0.5,1.5,0.1
372,14,Dee Eskridge,SEA,3.5,0.0,0.0,1.3,8.0,0.1,0.5,7.4,0.0
373,14,Trestan Ebner,CHI,0,0,0,0,0,0,0,0,0
374,14,Ashton Dulin,IND,2.8,0.0,0.0,0.8,10.8,0.1,0.2,2.0,0.0
375,14,Duke Johnson Jr.,BUF,11.8,0.0,0.0,0.8,8.2,0.0,14.2,66.0,0.6
376,14,Kene Nwangwu,MIN,2.6,0.0,0.0,0.4,1.0,0.0,1.4,6.8,0.0
377,14,Will Dissly,SEA,3.9,0.0,0.0,1.6,17.8,0.1,0.0,0.0,0.0
378,14,Geoff Swaim,TEN,4.4,0.0,0.0,1.9,13.1,0.2,0.0,0.0,0.0
379,14,Craig Reynolds,DET,7.0,0.0,0.0,1.4,10.4,0.0,11.0,46.0,0.0
380,14,John Metchie III,HOU,0,0,0,0,0,0,0,0,0
381,14,Pharaoh Brown,HOU,2.9,0.0,0.0,1.8,13.2,0.0,0.0,0.0,0.0
382,14,Keaontay Ingram,ARI,0,0,0,0,0,0,0,0,0
383,14,Jaret Patterson,WAS,4.0,0.0,0.0,0.7,5.2,0.0,4.9,19.0,0.1
384,14,Eddy Pineiro,CAR,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,14,Chase McLaughlin,FA,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,14,Jordan Mason,SF,0,0,0,0,0,0,0,0,0
387,15,Josh Lambo,FA,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,15,Phillip Dorsett II,HOU,3.6,0.0,0.0,1.4,22.0,0.0,0.2,0.0,0.0
389,15,David Johnson,FA,6.3,0.0,0.0,2.5,17.3,0.1,5.2,17.5,0.0
390,15,Tevin Coleman,FA,4.7,0.0,0.0,1.0,4.5,0.0,7.6,32.4,0.0
391,15,Ty Chandler,MIN,0,0,0,0,0,0,0,0,0
392,15,Demetric Felton Jr.,CLE,3.4,0.0,0.0,1.2,12.1,0.1,0.5,1.6,0.0
393,15,Cole Beasley,FA,10.0,0.0,0.0,5.1,43.3,0.1,0.0,0.0,0.0
394,15,Latavius Murray,FA,7.4,0.0,0.0,0.7,5.4,0.0,8.5,35.8,0.4
395,15,Houston Texans,HOU,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,15,Tyler Johnson,HOU,4.5,0.0,0.0,2.3,22.5,0.0,0.0,0.0,0.0
397,15,Emmanuel Sanders,FA,9.4,0.0,0.0,3.0,44.7,0.3,0.1,2.2,0.0
398,15,Chris Conley,HOU,4.6,0.0,0.0,1.6,23.1,0.1,0.1,0.2,0.0
399,15,Jared Cook,FA,8.3,0.0,0.0,3.0,35.3,0.3,0.0,0.0,0.0
400,15,Anthony Firkser,ATL,4.9,0.0,0.0,2.3,19.4,0.1,0.0,0.0,0.0
401,15,Dare Ogunbowale,HOU,3.9,0.0,0.0,1.0,8.8,0.1,3.3,10.5,0.1
402,15,Jonathan Williams,WAS,4.1,0.0,0.0,0.8,5.6,0.0,3.4,15.8,0.2
403,15,Cade Otton,TB,0,0,0,0,0,0,0,0,0
404,15,Josiah Deguara,GB,4.4,0.0,0.0,1.8,17.5,0.1,0.0,0.0,0.0
405,15,Benny Snell Jr.,PIT,0.8,0.0,0.0,0.1,0.8,0.0,2.3,6.1,0.0
406,15,Chris Moore,HOU,5.6,0.0,0.0,2.1,22.7,0.2,0.0,0.0,0.0
407,15,Zach Pascal,PHI,5.9,0.0,0.0,2.4,24.0,0.2,0.1,1.3,0.0
408,15,T.Y. Hilton,FA,7.4,0.0,0.0,2.3,33.1,0.3,0.0,0.0,0.0
409,15,Jonathan Garibay,FA,0,0,0,0,0,0,0,0,0
410,15,Ian Thomas,CAR,2.6,0.0,0.0,1.3,13.4,0.0,0.0,0.0,0.0
411,15,Tutu Atwell,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,15,Antoine Wesley,ARI,7.2,0.0,0.0,2.4,26.0,0.4,0.0,0.0,0.0
413,15,Malik Willis,TEN,0,0,0,0,0,0,0,0,0
414,15,Durham Smythe,MIA,4.4,0.0,0.0,2.1,22.3,0.0,0.1,0.2,0.0
415,15,Devontae Booker,FA,9.0,0.0,0.0,2.5,16.8,0.1,9.1,37.1,0.1
416,15,Tyler Badie,BAL,0,0,0,0,0,0,0,0,0
417,15,Ben Skowronek,LAR,2.0,0.0,0.0,0.9,11.1,0.0,0.0,0.0,0.0
418,15,Riley Patterson,JAC,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,15,Anthony McFarland Jr.,PIT,0.8,0.0,0.0,0.3,3.7,0.0,1.0,1.0,0.0
420,15,Ryan Griffin,CHI,4.6,0.0,0.0,1.9,18.6,0.1,0.0,0.0,0.0
421,15,Joe Flacco,NYJ,11.9,169.0,1.5,0.0,0.0,0.0,1.0,1.5,0.0
422,15,Laquon Treadwell,NE,6.9,0.0,0.0,2.8,36.2,0.1,0.0,0.0,0.0
423,15,Justin Watson,KC,0,0,0,0,0,0,0,0,0
424,15,Malcolm Brown,FA,3.8,0.0,0.0,0.5,1.7,0.0,5.5,20.8,0.2
425,15,Jake Ferguson,DAL,0,0,0,0,0,0,0,0,0
426,15,Justice Hill,BAL,0,0,0,0,0,0,0,0,0
427,15,Wayne Gallman Jr.,FA,1.5,0.0,0.0,0.1,2.3,0.0,3.1,11.6,0.0
428,15,Teddy Bridgewater,MIA,15.0,218.0,1.3,0.0,0.0,0.0,2.1,7.6,0.1
429,15,Ihmir Smith-Marsette,CHI,4.8,0.0,0.0,0.8,19.3,0.3,0.0,0.0,0.0
430,15,Jamal Agnew,JAC,6.3,0.0,0.0,2.0,19.1,0.1,0.6,9.3,0.1
431,15,JaMycal Hasty,JAC,4.5,0.0,0.0,2.1,14.3,0.0,1.5,6.2,0.1
432,15,Juwan Johnson,NO,4.1,0.0,0.0,1.0,12.2,0.3,0.0,0.0,0.0
433,15,Devonta Freeman,FA,9.2,0.0,0.0,2.1,11.9,0.1,8.3,36.0,0.3
434,15,Deonte Harty,NO,8.7,0.0,0.0,2.8,43.8,0.2,0.4,3.2,0.0
435,15,C.J. Ham,MIN,2.2,0.0,0.0,1.1,8.3,0.0,0.5,2.3,0.0
436,15,Kylin Hill,GB,0.5,0.0,0.0,0.1,0.6,0.0,1.3,3.0,0.0
437,15,Julius Chestnut,TEN,0,0,0,0,0,0,0,0,0
438,15,Antonio Brown,FA,17.3,0.0,0.0,6.0,77.9,0.6,0.1,0.9,0.0
439,15,Denzel Mims,NYJ,2.1,0.0,0.0,0.8,13.3,0.0,0.0,0.0,0.0
440,15,Tristan Vizcaino,FA,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,15,Tyron Johnson,LV,0.5,0.0,0.0,0.3,2.3,0.0,0.0,0.0,0.0
442,15,Deon Jackson,IND,1.8,0.0,0.0,0.0,0.0,0.0,2.6,6.2,0.2
443,15,Tylan Wallace,BAL,0.4,0.0,0.0,0.2,2.3,0.0,0.0,0.0,0.0
444,15,Tony Jones Jr.,NO,2.2,0.0,0.0,0.5,2.9,0.0,5.4,14.2,0.0
445,15,Mike Boone,DEN,2.6,0.0,0.0,0.7,7.3,0.0,1.3,11.7,0.0
446,15,Jeremy Ruckert,NYJ,0,0,0,0,0,0,0,0,0
447,15,Kalif Raymond,DET,8.3,0.0,0.0,3.0,36.0,0.3,0.3,1.8,0.0
448,15,Chigoziem Okonkwo,TEN,0,0,0,0,0,0,0,0,0
449,15,Sam Darnold,CAR,14.2,210.6,0.8,0.0,0.0,0.0,4.0,18.5,0.4
450,15,Montrell Washington,DEN,0,0,0,0,0,0,0,0,0
451,15,N'Keal Harry,CHI,2.8,0.0,0.0,1.2,18.4,0.0,0.0,0.0,0.0
452,15,Tyrod Taylor,NYG,14.5,161.0,0.8,0.0,0.0,0.0,3.2,25.2,0.5
453,15,Noah Gray,KC,2.4,0.0,0.0,1.0,5.1,0.1,0.0,0.0,0.0
454,15,Gardner Minshew II,PHI,11.6,146.3,1.3,0.0,0.0,0.0,3.0,7.0,0.0
455,15,Dezmon Patmon,IND,2.5,0.0,0.0,0.5,5.3,0.3,0.0,0.0,0.0
456,15,Trent Sherfield,MIA,2.0,0.0,0.0,0.8,7.3,0.1,0.0,0.0,0.0
457,15,Jordan Akins,HOU,3.5,0.0,0.0,2.0,17.8,0.0,0.1,0.3,0.0
458,15,Gary Brightwell,NYG,0.3,0.0,0.0,0.1,0.9,0.0,0.1,0.6,0.0
459,16,Brycen Hopkins,LAR,1.9,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0
460,16,Cam Sims,WAS,4.1,0.0,0.0,1.3,17.6,0.2,0.1,0.6,0.0
461,16,Scotty Miller,TB,3.2,0.0,0.0,0.8,6.3,0.0,0.3,7.2,0.2
462,16,Ryan Santoso,FA,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,16,Breshad Perriman,TB,6.7,0.0,0.0,2.2,33.4,0.2,0.2,-0.6,0.0
464,16,Brock Wright,DET,4.5,0.0,0.0,1.5,14.6,0.3,0.0,0.0,0.0
465,16,Lance McCutcheon,LAR,0,0,0,0,0,0,0,0,0
466,16,Marcedes Lewis,GB,3.4,0.0,0.0,1.8,16.5,0.0,0.0,0.0,0.0
467,16,Kennedy Brooks,PHI,0,0,0,0,0,0,0,0,0
468,16,Zach Gentry,PIT,3.6,0.0,0.0,1.9,16.7,0.0,0.0,0.0,0.0
469,16,Larry Rountree III,LAC,1.6,0.0,0.0,0.1,-0.1,0.0,3.6,8.7,0.1
470,16,Tyler Davis,GB,0.9,0.0,0.0,0.5,4.4,0.0,0.0,0.0,0.0
471,16,Dez Fitzpatrick,TEN,5.3,0.0,0.0,1.7,16.3,0.3,0.0,0.0,0.0
472,16,Antonio Williams,NYG,0,0,0,0,0,0,0,0,0
473,16,DeSean Jackson,FA,5.4,0.0,0.0,1.4,32.4,0.1,0.1,0.3,0.0
474,16,Alec Ingold,MIA,3.5,0.0,0.0,1.4,12.1,0.1,0.3,0.1,0.0
475,16,Keith Smith,ATL,1.4,0.0,0.0,0.7,4.3,0.0,0.7,2.4,0.0
476,16,Blake Jarwin,FA,4.1,0.0,0.0,1.4,12.0,0.3,0.0,0.0,0.0
477,16,Dante Pettis,CHI,8.4,0.0,0.0,3.3,29.0,0.3,0.0,0.0,0.0
478,16,Jakob Johnson,LV,1.2,0.0,0.0,0.6,6.1,0.0,0.0,0.0,0.0
479,16,Cyril Grayson Jr.,FA,14.9,0.0,0.0,3.3,70.7,0.7,0.3,4.7,0.0
480,16,KaVontae Turpin,DAL,0,0,0,0,0,0,0,0,0
481,16,Drew Sample,CIN,1.9,0.0,0.0,1.1,8.1,0.0,0.0,0.0,0.0
482,16,Erik Ezukanma,MIA,0,0,0,0,0,0,0,0,0
483,16,James McCourt,JAC,0,0,0,0,0,0,0,0,0
484,16,Royce Freeman,HOU,2.9,0.0,0.0,0.8,6.4,0.0,4.7,14.1,0.0
485,16,Maxx Williams,ARI,8.3,0.0,0.0,3.2,38.6,0.2,0.0,0.0,0.0
486,16,Jody Fortson,KC,5.4,0.0,0.0,1.3,11.8,0.5,0.0,0.0,0.0
487,16,KhaDarel Hodge,ATL,2.6,0.0,0.0,1.1,13.1,0.0,0.0,0.0,0.0
488,16,Trayveon Williams,CIN,1.6,0.0,0.0,0.3,1.0,0.0,3.8,12.8,0.0
489,16,Miles Boykin,PIT,0.8,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0
490,16,Shi Smith,CAR,3.2,0.0,0.0,1.2,20.8,0.0,0.2,-0.6,0.0
491,16,Damiere Byrd,ATL,5.9,0.0,0.0,2.4,29.9,0.1,0.0,0.0,0.0
492,16,Eric Ebron,FA,4.1,0.0,0.0,1.5,10.5,0.1,0.1,0.1,0.1
493,16,Ray-Ray McCloud,SF,4.1,0.0,0.0,2.4,17.3,0.0,0.1,0.9,0.0
494,16,Rico Dowdle,DAL,0,0,0,0,0,0,0,0,0
495,16,Hunter Long,MIA,0.6,0.0,0.0,0.3,2.7,0.0,0.0,0.0,0.0
496,16,Adrian Peterson,FA,6.7,0.0,0.0,1.0,2.0,0.0,9.5,24.5,0.5
497,16,Malik Turner,SF,6.4,0.0,0.0,1.7,21.3,0.4,0.0,0.0,0.0
